libargon2-1/focal,now 0~20171227-0.2 amd64 [installed]
libaribb24-0/focal,now 1.0.3-2 amd64 [installed]
libart-2.0-2/focal,now 2.3.21-4 amd64 [installed]
libasan4/focal,now 7.5.0-6ubuntu2 amd64 [installed]
libasan5/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
libasn1-8-heimdal/focal,now 7.7.0+dfsg-1ubuntu1 amd64 [installed]
libasound2-data/focal-updates,focal-updates,now 1.2.2-2.1ubuntu2.4 all [installed]
libasound2-plugins/focal,now 1.2.2-1ubuntu1 amd64 [installed]
libasound2/focal-updates,now 1.2.2-2.1ubuntu2.4 amd64 [installed]
libaspell15/focal,now 0.60.8-1build1 amd64 [installed]
libass9/focal,now 1:0.14.0-2 amd64 [installed]
libassuan0/focal,now 2.5.3-7ubuntu2 amd64 [installed]
libasync-mergepoint-perl/focal,focal,now 0.04-2 all [installed,automatic]
libasyncns0/focal,now 0.8-6 amd64 [installed]
libatasmart4/focal,now 0.19-5 amd64 [installed]
libatk-adaptor/focal-updates,now 2.34.2-0ubuntu2~20.04.1 amd64 [installed]
libatk-bridge2.0-0/focal-updates,now 2.34.2-0ubuntu2~20.04.1 amd64 [installed]
libatk-bridge2.0-dev/focal-updates,now 2.34.2-0ubuntu2~20.04.1 amd64 [installed,automatic]
libatk-wrapper-java-jni/focal,now 0.37.1-1 amd64 [installed]
libatk-wrapper-java/focal,focal,now 0.37.1-1 all [installed]
libatk1.0-0/focal,now 2.35.1-1ubuntu2 amd64 [installed]
libatk1.0-data/focal,focal,now 2.35.1-1ubuntu2 all [installed]
libatk1.0-dev/focal,now 2.35.1-1ubuntu2 amd64 [installed,automatic]
libatkmm-1.6-1v5/focal,now 2.28.0-2build1 amd64 [installed]
libatm1/focal,now 1:2.5.1-4 amd64 [installed]
libatomic1/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 amd64 [installed]
libatopology2/focal-updates,now 1.2.2-2.1ubuntu2.4 amd64 [installed]
libatrildocument3/focal,now 1.24.0-1 amd64 [installed]
libatrilview3/focal,now 1.24.0-1 amd64 [installed]
libatspi2.0-0/focal,now 2.36.0-2 amd64 [installed]
libatspi2.0-dev/focal,now 2.36.0-2 amd64 [installed,automatic]
libattr1/focal,now 1:2.4.48-5 amd64 [installed]
libaudio2/focal,now 1.9.4-6build1 amd64 [installed]
libaudit-common/focal,focal,now 1:2.8.5-2ubuntu6 all [installed]
libaudit1/focal,now 1:2.8.5-2ubuntu6 amd64 [installed]
libauthen-sasl-perl/focal,focal,now 2.1600-1 all [installed]
libautovivification-perl/focal,now 0.18-1build2 amd64 [installed,automatic]
libavahi-client3/focal,now 0.7-4ubuntu7 amd64 [installed]
libavahi-common-data/focal,now 0.7-4ubuntu7 amd64 [installed]
libavahi-common3/focal,now 0.7-4ubuntu7 amd64 [installed]
libavahi-core7/focal,now 0.7-4ubuntu7 amd64 [installed]
libavahi-glib1/focal,now 0.7-4ubuntu7 amd64 [installed]
libavahi-ui-gtk3-0/focal,now 0.7-4ubuntu7 amd64 [installed]
libavc1394-0/focal,now 0.5.4-5 amd64 [installed]
libavcodec-extra58/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavcodec-extra/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavdevice58/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavfilter7/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavformat58/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavresample4/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libavutil56/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
libb-hooks-endofscope-perl/focal,focal,now 0.24-1 all [installed]
libb-hooks-op-check-perl/focal,now 0.22-1build2 amd64 [installed]
libbabeltrace1/focal,now 1.5.8-1build1 amd64 [installed]
libbamf3-2/focal,now 0.5.3+18.04.20180207.2-0ubuntu2 amd64 [installed]
libbdplus0/focal,now 0.1.2-3 amd64 [installed]
libbinutils/focal-updates,focal-security,now 2.34-6ubuntu1.1 amd64 [installed]
libblas3/focal,now 3.9.0-1build1 amd64 [installed]
libblkid-dev/focal-updates,now 2.34-0.1ubuntu9.1 amd64 [installed]
libblkid1/focal-updates,now 2.34-0.1ubuntu9.1 amd64 [installed]
libblockdev-crypto2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-fs2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-loop2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-part-err2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-part2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-swap2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev-utils2/focal,now 2.23-2ubuntu3 amd64 [installed]
libblockdev2/focal,now 2.23-2ubuntu3 amd64 [installed]
libbluetooth3/focal-updates,now 5.53-0ubuntu3.1 amd64 [installed]
libbluray2/focal,now 1:1.2.0-1 amd64 [installed]
libboost-date-time1.71.0/focal,now 1.71.0-6ubuntu6 amd64 [installed]
libboost-filesystem1.71.0/focal,now 1.71.0-6ubuntu6 amd64 [installed]
libboost-iostreams1.71.0/focal,now 1.71.0-6ubuntu6 amd64 [installed]
libboost-locale1.71.0/focal,now 1.71.0-6ubuntu6 amd64 [installed]
libboost-thread1.71.0/focal,now 1.71.0-6ubuntu6 amd64 [installed]
libbrlapi0.7/focal,now 6.0+dfsg-4ubuntu6 amd64 [installed]
libbrotli1/focal-updates,focal-security,now 1.0.7-6ubuntu0.1 amd64 [installed]
libbs2b0/focal,now 3.1.0+dfsg-2.2build1 amd64 [installed]
libbsd0/focal,now 0.10.0-1 amd64 [installed]
libbsd0/focal,now 0.10.0-1 i386 [installed]
libbtparse2/focal,now 0.88-3build1 amd64 [installed,automatic]
libbusiness-isbn-data-perl/focal,focal,now 20140910.003-1 all [installed,automatic]
libbusiness-isbn-perl/focal,focal,now 3.004-1 all [installed,automatic]
libbusiness-ismn-perl/focal,focal,now 1.201-1 all [installed,automatic]
libbusiness-issn-perl/focal,focal,now 1.003-1 all [installed,automatic]
libbz2-1.0/focal,now 1.0.8-2 amd64 [installed]
libc++1-10/focal,now 1:10.0.0-4ubuntu1 amd64 [installed]
libc++1/focal,now 1:10.0-50~exp1 amd64 [installed]
libc++abi1-10/focal,now 1:10.0.0-4ubuntu1 amd64 [installed]
libc-ares2/focal,now 1.15.0-1build1 amd64 [installed]
libc-bin/focal-updates,now 2.31-0ubuntu9.2 amd64 [installed]
libc-dev-bin/focal-updates,now 2.31-0ubuntu9.2 amd64 [installed]
libc6-dbg/focal-updates,now 2.31-0ubuntu9.2 amd64 [installed]
libc6-dev/focal-updates,now 2.31-0ubuntu9.2 amd64 [installed]
libc6/focal-updates,now 2.31-0ubuntu9.2 amd64 [installed]
libc6/focal-updates,now 2.31-0ubuntu9.2 i386 [installed]
libcaca0/focal-updates,focal-security,now 0.99.beta19-2.1ubuntu1.20.04.1 amd64 [installed]
libcairo-gobject-perl/focal,now 1.005-2 amd64 [installed]
libcairo-gobject2/focal,now 1.16.0-4ubuntu1 amd64 [installed]
libcairo-perl/focal,now 1.107-1 amd64 [installed]
libcairo-script-interpreter2/focal,now 1.16.0-4ubuntu1 amd64 [installed,automatic]
libcairo2-dev/focal,now 1.16.0-4ubuntu1 amd64 [installed,automatic]
libcairo2/focal,now 1.16.0-4ubuntu1 amd64 [installed]
libcairomm-1.0-1v5/focal,now 1.12.2-4build1 amd64 [installed]
libcaja-extension1/focal,now 1.24.0-1 amd64 [installed]
libcamel-1.2-62/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libcanberra-gtk3-0/focal,now 0.30-7ubuntu1 amd64 [installed]
libcanberra-gtk3-module/focal,now 0.30-7ubuntu1 amd64 [installed]
libcanberra-pulse/focal,now 0.30-7ubuntu1 amd64 [installed]
libcanberra0/focal,now 0.30-7ubuntu1 amd64 [installed]
libcap-ng0/focal,now 0.7.9-2.1build1 amd64 [installed]
libcap2-bin/focal,now 1:2.32-1 amd64 [installed]
libcap2/focal,now 1:2.32-1 amd64 [installed]
libcapture-tiny-perl/focal,focal,now 0.48-1 all [installed,automatic]
libcbor0.6/focal,now 0.6.0-0ubuntu1 amd64 [installed]
libcc1-0/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 amd64 [installed]
libcdio-cdda2/focal,now 10.2+2.0.0-1 amd64 [installed]
libcdio-paranoia2/focal,now 10.2+2.0.0-1 amd64 [installed]
libcdio18/focal,now 2.0.0-2 amd64 [installed]
libcdparanoia0/focal,now 3.10.2+debian-13 amd64 [installed]
libcdr-0.1-1/focal,now 0.1.6-1build2 amd64 [installed]
libcgi-fast-perl/focal,focal,now 1:2.15-1 all [installed]
libcgi-pm-perl/focal,focal,now 4.46-1 all [installed]
libcheese-gtk25/focal-updates,now 3.34.0-1ubuntu1 amd64 [installed]
libcheese8/focal-updates,now 3.34.0-1ubuntu1 amd64 [installed]
libchromaprint1/focal,now 1.4.3-3build1 amd64 [installed]
libcilkrts5/focal,now 7.5.0-6ubuntu2 amd64 [installed]
libclass-accessor-perl/focal,focal,now 0.51-1 all [installed]
libclass-c3-perl/focal,focal,now 0.34-1 all [installed]
libclass-c3-xs-perl/focal,now 0.14-1build5 amd64 [installed]
libclass-data-inheritable-perl/focal,focal,now 0.08-3 all [installed]
libclass-inspector-perl/focal,focal,now 1.36-1 all [installed,automatic]
libclass-method-modifiers-perl/focal,focal,now 2.13-1 all [installed]
libclass-singleton-perl/focal,focal,now 1.5-1 all [installed,automatic]
libclass-xsaccessor-perl/focal,now 1.19-3build3 amd64 [installed]
libclone-perl/focal,now 0.43-2 amd64 [installed,automatic]
libclucene-contribs1v5/focal,now 2.3.3.4+dfsg-1build1 amd64 [installed]
libclucene-core1v5/focal,now 2.3.3.4+dfsg-1build1 amd64 [installed]
libclutter-1.0-0/focal,now 1.26.4+dfsg-1 amd64 [installed]
libclutter-1.0-common/focal,focal,now 1.26.4+dfsg-1 all [installed]
libclutter-gst-3.0-0/focal,now 3.0.27-1 amd64 [installed]
libclutter-gtk-1.0-0/focal,now 1.8.4-4 amd64 [installed]
libcmis-0.5-5v5/focal,now 0.5.2-1ubuntu1 amd64 [installed]
libcodec2-0.9/focal,now 0.9.2-2 amd64 [installed]
libcogl-common/focal,focal,now 1.22.6-1 all [installed]
libcogl-pango20/focal,now 1.22.6-1 amd64 [installed]
libcogl-path20/focal,now 1.22.6-1 amd64 [installed]
libcogl20/focal,now 1.22.6-1 amd64 [installed]
libcolamd2/focal,now 1:5.7.1+dfsg-2 amd64 [installed]
libcolord-gtk1/focal,now 0.2.0-0ubuntu1 amd64 [installed]
libcolord2/focal,now 1.4.4-2 amd64 [installed]
libcolorhug2/focal,now 1.4.4-2 amd64 [installed]
libcom-err2/focal,now 1.45.5-2ubuntu1 amd64 [installed]
libcommons-logging-java/focal,focal,now 1.2-2 all [installed,automatic]
libcommons-parent-java/focal,focal,now 43-1 all [installed,automatic]
libcpan-changes-perl/focal,focal,now 0.400002-1 all [installed]
libcpanel-json-xs-perl/focal,now 4.19-1build1 amd64 [installed,automatic]
libcrack2/focal,now 2.9.6-3.2 amd64 [installed]
libcroco3/focal,now 0.6.13-1 amd64 [installed,automatic]
libcrypt-dev/focal,now 1:4.4.10-10ubuntu4 amd64 [installed]
libcrypt1/focal,now 1:4.4.10-10ubuntu4 amd64 [installed]
libcrypt1/focal,now 1:4.4.10-10ubuntu4 i386 [installed]
libcryptsetup12/focal-updates,now 2:2.2.2-3ubuntu2.3 amd64 [installed]
libctf-nobfd0/focal-updates,focal-security,now 2.34-6ubuntu1.1 amd64 [installed]
libctf0/focal-updates,focal-security,now 2.34-6ubuntu1.1 amd64 [installed]
libcue2/focal,now 2.2.1-2 amd64 [installed]
libcups2/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
libcupsfilters1/focal,now 1.27.4-1 amd64 [installed]
libcupsimage2/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
libcurl3-gnutls/focal-updates,focal-security,now 7.68.0-1ubuntu2.5 amd64 [installed]
libcurl4/focal-updates,focal-security,now 7.68.0-1ubuntu2.5 amd64 [installed]
libcwidget4/focal,now 0.5.18-5build1 amd64 [installed]
libdaemon0/focal,now 0.14-7 amd64 [installed]
libdata-compare-perl/focal,focal,now 1.27-1 all [installed,automatic]
libdata-dump-perl/focal,focal,now 1.23-1 all [installed]
libdata-optlist-perl/focal,focal,now 0.110-1 all [installed]
libdata-perl-perl/focal,focal,now 0.002011-1 all [installed]
libdata-section-perl/focal,focal,now 0.200007-1 all [installed]
libdata-uniqid-perl/focal,focal,now 0.12-1 all [installed,automatic]
libdate-simple-perl/focal,now 3.0300-2build1 amd64 [installed,automatic]
libdatetime-calendar-julian-perl/focal,focal,now 0.102-1 all [installed,automatic]
libdatetime-format-builder-perl/focal,focal,now 0.8200-1 all [installed,automatic]
libdatetime-format-strptime-perl/focal,focal,now 1.7600-1 all [installed,automatic]
libdatetime-locale-perl/focal,focal,now 1:1.25-1 all [installed,automatic]
libdatetime-perl/focal,now 2:1.51-1build1 amd64 [installed,automatic]
libdatetime-timezone-perl/focal,focal,now 1:2.38-1+2019c all [installed,automatic]
libdatrie-dev/focal,now 0.2.12-3 amd64 [installed,automatic]
libdatrie1/focal,now 0.2.12-3 amd64 [installed]
libdazzle-1.0-0/focal,now 3.36.0-1 amd64 [installed]
libdb5.3/focal,now 5.3.28+dfsg1-0.6ubuntu2 amd64 [installed]
libdbus-1-3/focal-updates,focal-security,now 1.12.16-2ubuntu2.1 amd64 [installed]
libdbus-1-dev/focal-updates,focal-security,now 1.12.16-2ubuntu2.1 amd64 [installed,automatic]
libdbus-glib-1-2/focal,now 0.110-5fakssync1 amd64 [installed]
libdbusmenu-glib4/focal,now 16.04.1+18.10.20180917-0ubuntu6 amd64 [installed]
libdbusmenu-gtk3-4/focal,now 16.04.1+18.10.20180917-0ubuntu6 amd64 [installed]
libdbusmenu-gtk4/focal,now 16.04.1+18.10.20180917-0ubuntu6 amd64 [installed]
libdc1394-22/focal,now 2.2.5-2.1 amd64 [installed]
libdca0/focal,now 0.0.6-1 amd64 [installed]
libdconf1/focal,now 0.36.0-1 amd64 [installed]
libde265-0/focal,now 1.0.4-1build1 amd64 [installed]
libdebconfclient0/focal,now 0.251ubuntu1 amd64 [installed]
libdee-1.0-4/focal,now 1.2.7+17.10.20170616-4ubuntu6 amd64 [installed]
libdevel-callchecker-perl/focal,now 0.008-1ubuntu1 amd64 [installed]
libdevel-caller-perl/focal,now 2.06-2build2 amd64 [installed]
libdevel-globaldestruction-perl/focal,focal,now 0.14-1 all [installed]
libdevel-lexalias-perl/focal,now 0.05-2build2 amd64 [installed]
libdevel-size-perl/focal,now 0.83-1build1 amd64 [installed,automatic]
libdevel-stacktrace-perl/focal,focal,now 2.0400-1 all [installed]
libdevmapper1.02.1/focal,now 2:1.02.167-1ubuntu1 amd64 [installed]
libdigest-bubblebabble-perl/focal,focal,now 0.02-2 all [installed,automatic]
libdigest-hmac-perl/focal,focal,now 1.03+dfsg-2 all [installed,automatic]
libdist-checkconflicts-perl/focal,focal,now 0.11-1 all [installed]
libdjvulibre-text/focal-updates,focal-updates,focal-security,focal-security,now 3.5.27.1-14ubuntu0.1 all [installed]
libdjvulibre21/focal-updates,focal-security,now 3.5.27.1-14ubuntu0.1 amd64 [installed]
libdmapsharing-3.0-2/focal,now 2.9.39-6 amd64 [installed]
libdns-export1109/focal-updates,now 1:9.11.16+dfsg-3~ubuntu1 amd64 [installed]
libdotconf0/focal,now 1.3-0.3fakesync1 amd64 [installed]
libdouble-conversion3/focal,now 3.1.5-4ubuntu1 amd64 [installed]
libdpkg-perl/focal,focal,now 1.19.7ubuntu3 all [installed]
libdrm-amdgpu1/focal-updates,now 2.4.102-1ubuntu1~20.04.1 amd64 [installed]
libdrm-common/focal-updates,focal-updates,now 2.4.102-1ubuntu1~20.04.1 all [installed]
libdrm-intel1/focal-updates,now 2.4.102-1ubuntu1~20.04.1 amd64 [installed]
libdrm-nouveau2/focal-updates,now 2.4.102-1ubuntu1~20.04.1 amd64 [installed]
libdrm-radeon1/focal-updates,now 2.4.102-1ubuntu1~20.04.1 amd64 [installed]
libdrm2/focal-updates,now 2.4.102-1ubuntu1~20.04.1 amd64 [installed]
libdsfmt-19937-1/focal,now 2.2.3+dfsg-4 amd64 [installed]
libdv4/focal,now 1.0.0-12 amd64 [installed]
libdvdnav4/focal,now 6.0.1-1build1 amd64 [installed]
libdvdread7/focal,now 6.1.0+really6.0.2-1 amd64 [installed]
libdw1/focal,now 0.176-1.1build1 amd64 [installed]
libdynaloader-functions-perl/focal,focal,now 0.003-1 all [installed]
libe-book-0.1-1/focal,now 0.1.3-1build3 amd64 [installed]
libebackend-1.2-10/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libebook-1.2-20/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libebook-contacts-1.2-3/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libebur128-1/focal,now 1.2.4-2 amd64 [installed]
libecal-2.0-1/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libedata-book-1.2-26/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libedata-cal-2.0-1/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libedataserver-1.2-24/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libedataserverui-1.2-2/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
libedit2/focal,now 3.1-20191231-1 amd64 [installed]
libefiboot1/focal-updates,now 37-2ubuntu2.2 amd64 [installed]
libefivar1/focal-updates,now 37-2ubuntu2.2 amd64 [installed]
libegl-dev/focal-updates,now 1.3.2-1~ubuntu0.20.04.1 amd64 [installed,automatic]
libegl-mesa0/focal-updates,now 20.2.6-0ubuntu0.20.04.1 amd64 [installed]
libegl1-mesa-dev/focal-updates,now 20.2.6-0ubuntu0.20.04.1 amd64 [installed,automatic]
libegl1-mesa/focal-updates,now 20.2.6-0ubuntu0.20.04.1 amd64 [installed]
libegl1/focal-updates,now 1.3.2-1~ubuntu0.20.04.1 amd64 [installed]
libelf1/focal,now 0.176-1.1build1 amd64 [installed]
libemail-date-format-perl/focal,focal,now 1.005-1 all [installed]
libemail-valid-perl/focal,focal,now 1.202-1 all [installed,automatic]
libemf1/focal,now 1.0.11-2ubuntu2 amd64 [installed,automatic]
libenchant-2-2/focal-updates,now 2.2.8-1ubuntu0.20.04.1 amd64 [installed]
libencode-eucjpms-perl/focal,now 0.07-3build7 amd64 [installed,automatic]
libencode-hanextra-perl/focal,now 0.23-5build2 amd64 [installed,automatic]
libencode-jis2k-perl/focal,now 0.03-1build5 amd64 [installed,automatic]
libencode-locale-perl/focal,focal,now 1.05-1 all [installed]
libencode-perl/focal,now 3.02-1 amd64 [installed,automatic]
libeot0/focal,now 0.01-5 amd64 [installed]
libepoxy-dev/focal,now 1.5.4-1 amd64 [installed,automatic]
libepoxy0/focal,now 1.5.4-1 amd64 [installed]
libepubgen-0.1-1/focal,now 0.1.1-1ubuntu2 amd64 [installed]
liberror-perl/focal,focal,now 0.17029-1 all [installed]
libespeak-ng1/focal,now 1.50+dfsg-6 amd64 [installed]
libestr0/focal,now 0.1.10-2.1 amd64 [installed]
libetonyek-0.1-1/focal,now 0.1.9-3 amd64 [installed]
libeval-closure-perl/focal,focal,now 0.14-1 all [installed]
libevdev2/focal-updates,now 1.9.0+dfsg-1ubuntu0.1 amd64 [installed]
libevdocument3-4/focal-updates,now 3.36.10-0ubuntu1 amd64 [installed]
libevent-2.1-7/focal,now 2.1.11-stable-1 amd64 [installed]
libevent-core-2.1-7/focal,now 2.1.11-stable-1 amd64 [installed]
libevent-dev/focal,now 2.1.11-stable-1 amd64 [installed]
libevent-extra-2.1-7/focal,now 2.1.11-stable-1 amd64 [installed]
libevent-openssl-2.1-7/focal,now 2.1.11-stable-1 amd64 [installed]
libevent-pthreads-2.1-7/focal,now 2.1.11-stable-1 amd64 [installed]
libevview3-3/focal-updates,now 3.36.10-0ubuntu1 amd64 [installed]
libexception-class-perl/focal,focal,now 1.44-1 all [installed]
libexempi8/focal,now 2.5.1-1build1 amd64 [installed]
libexif12/focal-updates,focal-security,now 0.6.21-6ubuntu0.4 amd64 [installed]
libexiv2-27/focal-updates,focal-security,now 0.27.2-8ubuntu2.2 amd64 [installed]
libexpat1-dev/focal,now 2.2.9-1build1 amd64 [installed]
libexpat1/focal,now 2.2.9-1build1 amd64 [installed]
libexporter-tiny-perl/focal,focal,now 1.002001-1 all [installed]
libext2fs2/focal,now 1.45.5-2ubuntu1 amd64 [installed]
libexttextcat-2.0-0/focal,now 3.4.5-1 amd64 [installed]
libexttextcat-data/focal,focal,now 3.4.5-1 all [installed]
libextutils-depends-perl/focal,focal,now 0.8000-1 all [installed]
libextutils-pkgconfig-perl/focal,focal,now 1.16-1 all [installed]
libfaad2/focal,now 2.9.1-1 amd64 [installed]
libfakeroot/focal,now 1.24-1 amd64 [installed]
libfastjson4/focal,now 0.99.8-2 amd64 [installed]
libfcgi-perl/focal,now 0.79-1 amd64 [installed]
libfcitx-config4/focal,now 1:4.2.9.7-3 amd64 [installed]
libfcitx-gclient1/focal,now 1:4.2.9.7-3 amd64 [installed]
libfcitx-utils0/focal,now 1:4.2.9.7-3 amd64 [installed]
libfdisk1/focal-updates,now 2.34-0.1ubuntu9.1 amd64 [installed]
libffi-dev/focal,now 3.3-4 amd64 [installed,automatic]
libffi7/focal,now 3.3-4 amd64 [installed]
libfftw3-double3/focal,now 3.3.8-2ubuntu1 amd64 [installed]
libfftw3-single3/focal,now 3.3.8-2ubuntu1 amd64 [installed]
libfido2-1/focal,now 1.3.1-1ubuntu2 amd64 [installed]
libfile-basedir-perl/focal,focal,now 0.08-1 all [installed]
libfile-desktopentry-perl/focal,focal,now 0.22-1 all [installed]
libfile-fcntllock-perl/focal,now 0.22-3build4 amd64 [installed]
libfile-find-rule-perl/focal,focal,now 0.34-1 all [installed,automatic]
libfile-homedir-perl/focal,focal,now 1.004-1 all [installed]
libfile-listing-perl/focal,focal,now 6.04-1 all [installed]
libfile-mimeinfo-perl/focal,focal,now 0.29-1 all [installed]
libfile-sharedir-perl/focal,focal,now 1.116-2 all [installed,automatic]
libfile-slurp-perl/focal,focal,now 9999.29-1 all [installed]
libfile-slurper-perl/focal,focal,now 0.012-1 all [installed,automatic]
libfile-which-perl/focal,focal,now 1.23-1 all [installed]
libfl-dev/focal,now 2.6.4-6.2 amd64 [installed]
libfl2/focal,now 2.6.4-6.2 amd64 [installed]
libflac8/focal,now 1.3.3-1build1 amd64 [installed]
libflite1/focal,now 2.1-release-3 amd64 [installed]
libfluidsynth2/focal,now 2.1.1-2 amd64 [installed]
libfont-afm-perl/focal,focal,now 1.20-2 all [installed]
libfont-ttf-perl/focal,focal,now 1.06-1 all [installed,automatic]
libfontbox-java/focal,focal,now 1:1.8.16-2 all [installed,automatic]
libfontconfig1-dev/focal,now 2.13.1-2ubuntu3 amd64 [installed,automatic]
libfontconfig1/focal,now 2.13.1-2ubuntu3 amd64 [installed]
libfontembed1/focal,now 1.27.4-1 amd64 [installed]
libfontenc1/focal,now 1:1.1.4-0ubuntu1 amd64 [installed]
libfprint-2-2/focal-updates,now 1:1.90.2+tod1-0ubuntu1~20.04.4 amd64 [installed]
libfprint-2-tod1/focal-updates,now 1:1.90.2+tod1-0ubuntu1~20.04.4 amd64 [installed]
libfreehand-0.1-1/focal,now 0.1.2-2ubuntu1 amd64 [installed]
libfreerdp-client2-2/focal-updates,focal-security,now 2.2.0+dfsg1-0ubuntu0.20.04.1 amd64 [installed]
libfreerdp2-2/focal-updates,focal-security,now 2.2.0+dfsg1-0ubuntu0.20.04.1 amd64 [installed]
libfreetype-dev/focal-updates,focal-security,now 2.10.1-2ubuntu0.1 amd64 [installed,automatic]
libfreetype6-dev/focal-updates,focal-security,now 2.10.1-2ubuntu0.1 amd64 [installed,automatic]
libfreetype6/focal-updates,focal-security,now 2.10.1-2ubuntu0.1 amd64 [installed]
libfribidi-dev/focal,now 1.0.8-2 amd64 [installed,automatic]
libfribidi0/focal,now 1.0.8-2 amd64 [installed]
libfuse2/focal,now 2.9.9-3 amd64 [installed]
libfuture-perl/focal,focal,now 0.43-1 all [installed,automatic]
libfwupd2/focal-updates,now 1.3.11-1~focal1 amd64 [installed]
libfwupdplugin1/focal-updates,now 1.3.11-1~focal1 amd64 [installed]
libgail-common/focal,now 2.24.32-4ubuntu4 amd64 [installed]
libgail18/focal,now 2.24.32-4ubuntu4 amd64 [installed]
libgamemode0/focal-updates,now 1.5.1-0ubuntu3.1 amd64 [installed]
libgamemodeauto0/focal-updates,now 1.5.1-0ubuntu3.1 amd64 [installed]
libgbm1/focal-updates,now 20.2.6-0ubuntu0.20.04.1 amd64 [installed]
libgc1c2/focal,now 1:7.6.4-0.4ubuntu1 amd64 [installed]
libgcab-1.0-0/focal,now 1.4-1 amd64 [installed]
libgcc-7-dev/focal,now 7.5.0-6ubuntu2 amd64 [installed]
libgcc-9-dev/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
libgcc-s1/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 amd64 [installed]
libgcc-s1/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 i386 [installed]
libgcc1/focal-updates,focal-security,now 1:10.2.0-5ubuntu1~20.04 amd64 [installed]
libgck-1-0/focal,now 3.36.0-2build1 amd64 [installed]
libgconf-2-4/focal,now 3.2.6-6ubuntu1 amd64 [installed]
libgcr-base-3-1/focal,now 3.36.0-2build1 amd64 [installed]
libgcr-ui-3-1/focal,now 3.36.0-2build1 amd64 [installed]
libgcrypt20/focal,now 1.8.5-5ubuntu1 amd64 [installed]
libgd3/focal,now 2.2.5-5.2ubuntu2 amd64 [installed]
libgdata-common/focal,focal,now 0.17.12-1 all [installed]
libgdata22/focal,now 0.17.12-1 amd64 [installed]
libgdbm-compat4/focal,now 1.18.1-5 amd64 [installed]
libgdbm6/focal,now 1.18.1-5 amd64 [installed]
libgdk-pixbuf2.0-0/focal-updates,focal-security,now 2.40.0+dfsg-3ubuntu0.2 amd64 [installed]
libgdk-pixbuf2.0-bin/focal-updates,focal-security,now 2.40.0+dfsg-3ubuntu0.2 amd64 [installed]
libgdk-pixbuf2.0-common/focal-updates,focal-updates,focal-security,focal-security,now 2.40.0+dfsg-3ubuntu0.2 all [installed]
libgdk-pixbuf2.0-dev/focal-updates,focal-security,now 2.40.0+dfsg-3ubuntu0.2 amd64 [installed,automatic]
libgdm1/focal-updates,now 3.36.3-0ubuntu0.20.04.3 amd64 [installed]
libgee-0.8-2/focal,now 0.20.3-1 amd64 [installed]
libgeoclue-2-0/focal,now 2.5.6-0ubuntu1 amd64 [installed]
libgeocode-glib0/focal,now 3.26.2-2 amd64 [installed]
libgeonames-common/focal,focal,now 0.2+17.04.20170220-0ubuntu3 all [installed]
libgeonames0/focal,now 0.2+17.04.20170220-0ubuntu3 amd64 [installed]
libgetopt-long-descriptive-perl/focal,focal,now 0.104-1 all [installed]
libgexiv2-2/focal,now 0.12.0-2 amd64 [installed]
libgfortran-9-dev/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
libgfortran5/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 amd64 [installed]
libgif7/focal,now 5.1.9-1 amd64 [installed]
