cups-common/focal-updates,focal-updates,focal-security,focal-security,now 2.3.1-9ubuntu1.1 all [installed]
cups-core-drivers/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
cups-daemon/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
cups-filters-core-drivers/focal,now 1.27.4-1 amd64 [installed]
cups-filters/focal,now 1.27.4-1 amd64 [installed]
cups-ipp-utils/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
cups-pk-helper/focal,now 0.2.6-1ubuntu3 amd64 [installed]
cups-ppdc/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
cups-server-common/focal-updates,focal-updates,focal-security,focal-security,now 2.3.1-9ubuntu1.1 all [installed]
cups/focal-updates,focal-security,now 2.3.1-9ubuntu1.1 amd64 [installed]
curl/focal-updates,focal-security,now 7.68.0-1ubuntu2.5 amd64 [installed]
dash/focal,now 0.5.10.2-6 amd64 [installed]
dbus-user-session/focal-updates,focal-security,now 1.12.16-2ubuntu2.1 amd64 [installed]
dbus-x11/focal-updates,focal-security,now 1.12.16-2ubuntu2.1 amd64 [installed]
dbus/focal-updates,focal-security,now 1.12.16-2ubuntu2.1 amd64 [installed]
dc/focal,now 1.07.1-2build1 amd64 [installed]
dconf-cli/focal,now 0.36.0-1 amd64 [installed]
dconf-gsettings-backend/focal,now 0.36.0-1 amd64 [installed]
dconf-service/focal,now 0.36.0-1 amd64 [installed]
debconf-i18n/focal,focal,now 1.5.73 all [installed]
debconf/focal,focal,now 1.5.73 all [installed]
debianutils/focal,now 4.9.1 amd64 [installed]
default-jdk-headless/focal,now 2:1.11-72 amd64 [installed]
default-jdk/focal,now 2:1.11-72 amd64 [installed]
default-jre-headless/focal,now 2:1.11-72 amd64 [installed]
default-jre/focal,now 2:1.11-72 amd64 [installed]
deja-dup/focal-updates,now 40.7-0ubuntu1 amd64 [installed]
desktop-file-utils/focal-updates,now 0.24-1ubuntu3 amd64 [installed]
dictionaries-common/focal,focal,now 1.28.1 all [installed]
diffstat/focal,now 1.63-1 amd64 [installed,automatic]
diffutils/focal,now 1:3.7-3 amd64 [installed]
dirmngr/focal-updates,now 2.2.19-3ubuntu2.1 amd64 [installed]
distro-info-data/focal-updates,focal-updates,focal-security,focal-security,now 0.43ubuntu1.5 all [installed]
distro-info/focal,now 0.23ubuntu1 amd64 [installed,automatic]
dmidecode/focal,now 3.2-3 amd64 [installed]
dmsetup/focal,now 2:1.02.167-1ubuntu1 amd64 [installed]
dmz-cursor-theme/focal,focal,now 0.4.5ubuntu1 all [installed]
dns-root-data/focal,focal,now 2019052802 all [installed]
dnsmasq-base/focal-updates,focal-security,now 2.80-1.1ubuntu1.3 amd64 [installed]
dnsutils/focal-updates,focal-updates,focal-security,focal-security,now 1:9.16.1-0ubuntu2.8 all [installed]
docbook-xml/focal,focal,now 4.5-9 all [installed]
dosfstools/focal,now 4.1-2 amd64 [installed]
dpkg-dev/focal,focal,now 1.19.7ubuntu3 all [installed]
dpkg/focal,now 1.19.7ubuntu3 amd64 [installed]
duplicity/focal,now 0.8.11.1612-1 amd64 [installed]
dvidvi/focal,now 1.0-8.2 amd64 [installed,automatic]
dvipng/focal,now 1.15-1.1 amd64 [installed,automatic]
dvisvgm/focal,now 2.8.1-1build1 amd64 [installed,automatic]
e2fsprogs/focal,now 1.45.5-2ubuntu1 amd64 [installed]
ed/focal,now 1.16-1 amd64 [installed]
efibootmgr/focal,now 17-1 amd64 [installed]
eject/focal,now 2.1.5+deb1+cvs20081104-14 amd64 [installed]
emacsen-common/focal,focal,now 3.0.4 all [installed]
enchant-2/focal-updates,now 2.2.8-1ubuntu0.20.04.1 amd64 [installed]
eog/focal-updates,now 3.36.3-0ubuntu1 amd64 [installed]
espeak-ng-data/focal,now 1.50+dfsg-6 amd64 [installed]
evince-common/focal-updates,focal-updates,now 3.36.10-0ubuntu1 all [installed]
evince/focal-updates,now 3.36.10-0ubuntu1 amd64 [installed]
evolution-data-server-common/focal-updates,focal-updates,now 3.36.4-0ubuntu1 all [installed]
evolution-data-server/focal-updates,now 3.36.4-0ubuntu1 amd64 [installed]
example-content/focal,focal,now 51 all [installed]
fakeroot/focal,now 1.24-1 amd64 [installed]
fdisk/focal-updates,now 2.34-0.1ubuntu9.1 amd64 [installed]
feynmf/focal,focal,now 1.08-11 all [installed,automatic]
ffmpeg/focal-updates,focal-security,now 7:4.2.4-1ubuntu0.1 amd64 [installed]
file-roller/focal-updates,focal-security,now 3.36.3-0ubuntu1.1 amd64 [installed]
file/focal,now 1:5.38-4 amd64 [installed]
findutils/focal,now 4.7.0-1ubuntu1 amd64 [installed]
firefox-locale-en/focal-updates,focal-security,now 88.0.1+build1-0ubuntu0.20.04.2 amd64 [installed]
firefox/focal-updates,focal-security,now 88.0.1+build1-0ubuntu0.20.04.2 amd64 [installed]
flatpak/focal-updates,focal-security,now 1.6.5-0ubuntu0.3 amd64 [installed]
flex/focal,now 2.6.4-6.2 amd64 [installed]
fontconfig-config/focal,focal,now 2.13.1-2ubuntu3 all [installed]
fontconfig/focal,now 2.13.1-2ubuntu3 amd64 [installed]
fonts-adf-accanthis/focal,focal,now 0.20190904-1.1 all [installed,automatic]
fonts-adf-berenis/focal,focal,now 0.20190904-1.1 all [installed,automatic]
fonts-adf-gillius/focal,focal,now 0.20190904-1.1 all [installed,automatic]
fonts-adf-universalis/focal,focal,now 0.20190904-1.1 all [installed,automatic]
fonts-arphic-bkai00mp/focal,focal,now 2.10-20 all [installed,automatic]
fonts-arphic-bsmi00lp/focal,focal,now 2.10-18 all [installed,automatic]
fonts-arphic-gbsn00lp/focal,focal,now 2.11-16 all [installed,automatic]
fonts-arphic-gkai00mp/focal,focal,now 2.11-15 all [installed,automatic]
fonts-baekmuk/focal,focal,now 2.2-13 all [installed,automatic]
fonts-beng-extra/focal,focal,now 1.0-7 all [installed]
fonts-beng/focal,focal,now 2:1.2 all [installed]
fonts-cabin/focal,focal,now 1.5-3 all [installed,automatic]
fonts-cantarell/focal,focal,now 0.111-2 all [installed,automatic]
fonts-comfortaa/focal,focal,now 3.001-3 all [installed,automatic]
fonts-croscore/focal-updates,focal-updates,now 20200323-1build1~ubuntu20.04.1 all [installed,automatic]
fonts-crosextra-caladea/focal,focal,now 20130214-2 all [installed,automatic]
fonts-crosextra-carlito/focal,focal,now 20130920-1 all [installed,automatic]
fonts-dejavu-core/focal,focal,now 2.37-1 all [installed]
fonts-dejavu-extra/focal,focal,now 2.37-1 all [installed]
fonts-deva-extra/focal,focal,now 3.0-5 all [installed]
fonts-deva/focal,focal,now 2:1.2 all [installed]
fonts-droid-fallback/focal,focal,now 1:6.0.1r16-1.1 all [installed]
fonts-ebgaramond-extra/focal,focal,now 0.016-1ubuntu1 all [installed,automatic]
fonts-ebgaramond/focal,focal,now 0.016-1ubuntu1 all [installed,automatic]
fonts-font-awesome/focal,focal,now 5.0.10+really4.7.0~dfsg-1 all [installed]
fonts-freefont-otf/focal,focal,now 20120503-10 all [installed,automatic]
fonts-freefont-ttf/focal,focal,now 20120503-10 all [installed]
fonts-gargi/focal,focal,now 2.0-4 all [installed]
fonts-gfs-artemisia/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-baskerville/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-bodoni-classic/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-complutum/focal,focal,now 1.1-6 all [installed,automatic]
fonts-gfs-didot-classic/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-didot/focal,focal,now 1.1-6 all [installed,automatic]
fonts-gfs-gazis/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-neohellenic/focal,focal,now 1.1-6 all [installed,automatic]
fonts-gfs-olga/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-porson/focal,focal,now 1.1-6 all [installed,automatic]
fonts-gfs-solomos/focal,focal,now 1.1-5 all [installed,automatic]
fonts-gfs-theokritos/focal,focal,now 1.1-5 all [installed,automatic]
fonts-glyphicons-halflings/focal,focal,now 1.009~3.4.1+dfsg-1 all [installed]
fonts-go/focal,focal,now 0~20170330-1 all [installed,automatic]
fonts-gubbi/focal,focal,now 1.3-3 all [installed]
fonts-gujr-extra/focal,focal,now 1.0.1-1 all [installed]
fonts-gujr/focal,focal,now 2:1.3 all [installed]
fonts-guru-extra/focal,focal,now 2.0-5 all [installed]
fonts-guru/focal,focal,now 2:1.2 all [installed]
fonts-hosny-amiri/focal,focal,now 0.112-2 all [installed,automatic]
fonts-indic/focal,focal,now 2:1.3 all [installed]
fonts-inter/focal,focal,now 3.12-1 all [installed]
fonts-ipaexfont-gothic/focal,focal,now 00301-4ubuntu1 all [installed,automatic]
fonts-ipaexfont-mincho/focal,focal,now 00301-4ubuntu1 all [installed,automatic]
fonts-ipafont-gothic/focal,focal,now 00303-18ubuntu1 all [installed,automatic]
fonts-ipafont-mincho/focal,focal,now 00303-18ubuntu1 all [installed,automatic]
fonts-junicode/focal,focal,now 1.002-2 all [installed,automatic]
fonts-kacst-one/focal,focal,now 5.0+svn11846-10 all [installed]
fonts-kacst/focal,focal,now 2.01+mry-14 all [installed]
fonts-kalapi/focal,focal,now 1.0-3 all [installed]
fonts-khmeros-core/focal,focal,now 5.0-7ubuntu1 all [installed]
fonts-knda/focal,focal,now 2:1.2 all [installed]
fonts-lao/focal,focal,now 0.0.20060226-9ubuntu1 all [installed]
fonts-lato/focal,focal,now 2.0-2 all [installed,automatic]
fonts-liberation2/focal,focal,now 2.1.0-1 all [installed]
fonts-liberation/focal,focal,now 1:1.07.4-11 all [installed]
fonts-linuxlibertine/focal,focal,now 5.3.0-4 all [installed,automatic]
fonts-lklug-sinhala/focal,focal,now 0.6-3 all [installed]
fonts-lmodern/focal,focal,now 2.004.5-6 all [installed,automatic]
fonts-lobster/focal,focal,now 2.0-2 all [installed,automatic]
fonts-lobstertwo/focal,focal,now 2.0-2 all [installed,automatic]
fonts-lohit-beng-assamese/focal,focal,now 2.91.5-1 all [installed]
fonts-lohit-beng-bengali/focal,focal,now 2.91.5-1 all [installed]
fonts-lohit-deva/focal,focal,now 2.95.4-4 all [installed]
fonts-lohit-gujr/focal,focal,now 2.92.4-4 all [installed]
fonts-lohit-guru/focal,focal,now 2.91.2-1 all [installed]
fonts-lohit-knda/focal,focal,now 2.5.4-2 all [installed]
fonts-lohit-mlym/focal,focal,now 2.92.2-1 all [installed]
fonts-lohit-orya/focal,focal,now 2.91.2-1 all [installed]
fonts-lohit-taml-classical/focal,focal,now 2.5.4-1 all [installed]
fonts-lohit-taml/focal,focal,now 2.91.3-1 all [installed]
fonts-lohit-telu/focal,focal,now 2.5.5-1 all [installed]
fonts-mathjax/focal,focal,now 2.7.4+dfsg-1 all [installed]
fonts-mlym/focal,focal,now 2:1.2 all [installed]
fonts-nakula/focal,focal,now 1.0-3 all [installed]
fonts-navilu/focal,focal,now 1.2-2 all [installed]
fonts-noto-cjk/focal,focal,now 1:20190410+repack1-2 all [installed]
fonts-noto-color-emoji/focal,focal,now 0~20200408-1 all [installed]
fonts-noto-core/focal-updates,focal-updates,now 20200323-1build1~ubuntu20.04.1 all [installed,automatic]
fonts-noto-mono/focal-updates,focal-updates,now 20200323-1build1~ubuntu20.04.1 all [installed]
fonts-oflb-asana-math/focal,focal,now 000.907-6 all [installed,automatic]
fonts-open-sans/focal,focal,now 1.11-1 all [installed,automatic]
fonts-opensymbol/focal-updates,focal-updates,now 2:102.11+LibO6.4.7-0ubuntu0.20.04.1 all [installed]
fonts-orya-extra/focal,focal,now 2.0-6 all [installed]
fonts-orya/focal,focal,now 2:1.2 all [installed]
fonts-pagul/focal,focal,now 1.0-7 all [installed]
fonts-roboto-unhinted/focal,focal,now 2:0~20170802-3 all [installed,automatic]
fonts-sahadeva/focal,focal,now 1.0-4 all [installed]
fonts-samyak-deva/focal,focal,now 1.2.2-4 all [installed]
fonts-samyak-gujr/focal,focal,now 1.2.2-4 all [installed]
fonts-samyak-mlym/focal,focal,now 1.2.2-4 all [installed]
fonts-samyak-taml/focal,focal,now 1.2.2-4 all [installed]
fonts-sarai/focal,focal,now 1.0-2 all [installed]
fonts-sil-abyssinica/focal,focal,now 2.000-1 all [installed]
fonts-sil-gentium-basic/focal,focal,now 1.102-1 all [installed,automatic]
fonts-sil-gentium/focal,focal,now 20081126:1.03-2 all [installed,automatic]
fonts-sil-gentiumplus-compact/focal,focal,now 5.000-2 all [installed,automatic]
fonts-sil-gentiumplus/focal,focal,now 5.000-2 all [installed,automatic]
fonts-sil-padauk/focal,focal,now 4.000-1 all [installed]
fonts-smc-anjalioldlipi/focal,focal,now 7.1.2-1 all [installed]
fonts-smc-chilanka/focal,focal,now 1.400-1 all [installed]
fonts-smc-dyuthi/focal,focal,now 3.0.2-1 all [installed]
fonts-smc-gayathri/focal,focal,now 1.100-1 all [installed]
fonts-smc-karumbi/focal,focal,now 1.1.2-1 all [installed]
fonts-smc-keraleeyam/focal,focal,now 3.0.2-1 all [installed]
fonts-smc-manjari/focal,focal,now 1.710-1 all [installed]
fonts-smc-meera/focal,focal,now 7.0.3-1 all [installed]
fonts-smc-rachana/focal,focal,now 7.0.2-1 all [installed]
fonts-smc-raghumalayalamsans/focal,focal,now 2.2.1-1 all [installed]
fonts-smc-suruma/focal,focal,now 3.2.3-1 all [installed]
fonts-smc-uroob/focal,focal,now 2.0.2-1 all [installed]
fonts-smc/focal,focal,now 1:7.1 all [installed]
fonts-stix/focal,focal,now 1.1.1-4 all [installed,automatic]
fonts-taml/focal,focal,now 2:1.3 all [installed]
fonts-telu-extra/focal,focal,now 2.0-4 all [installed]
fonts-telu/focal,focal,now 2:1.2 all [installed]
fonts-texgyre/focal,focal,now 20180621-3 all [installed,automatic]
fonts-thai-tlwg/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tibetan-machine/focal,focal,now 1.901b-5 all [installed]
fonts-tlwg-garuda-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-garuda-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-garuda/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-kinnari-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-kinnari-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-kinnari/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-laksaman-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-laksaman-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-laksaman/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-loma-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-loma-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-loma/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-mono-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-mono-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-mono/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-norasi-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-norasi-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-norasi/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-purisa-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-purisa-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-purisa/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-sawasdee-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-sawasdee-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-sawasdee/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typewriter-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-typewriter-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typewriter/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typist-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-typist-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typist/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typo-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-typo-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-typo/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-umpush-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-umpush-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-umpush/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-waree-otf/focal,focal,now 1:0.7.1-3 all [installed,automatic]
fonts-tlwg-waree-ttf/focal,focal,now 1:0.7.1-3 all [installed]
fonts-tlwg-waree/focal,focal,now 1:0.7.1-3 all [installed]
fonts-ubuntu/focal,focal,now 0.83-4ubuntu1 all [installed]
fonts-unfonts-core/focal,focal,now 1:1.0.2-080608-16 all [installed,automatic]
fonts-unfonts-extra/focal,focal,now 1:1.0.2-080608+dfsg-9 all [installed,automatic]
fonts-urw-base35/focal,focal,now 20170801.1-3 all [installed]
fonts-yrsa-rasa/focal,focal,now 1.002-2 all [installed]
foomatic-db-compressed-ppds/focal,focal,now 20200401-1 all [installed]
fprintd/focal,now 1.90.1-1ubuntu1 amd64 [installed]
fragmaster/focal,focal,now 1.7-8 all [installed,automatic]
freeglut3/focal,now 2.8.1-3 amd64 [installed,automatic]
friendly-recovery/focal-updates,focal-updates,now 0.2.41ubuntu0.20.04.1 all [installed]
ftp/focal,now 0.17-34.1 amd64 [installed]
fuse/focal,now 2.9.9-3 amd64 [installed]
fwupd-signed/focal-updates,now 1.27.1ubuntu2+1.3.11-1~focal1 amd64 [installed]
fwupd/focal-updates,now 1.3.11-1~focal1 amd64 [installed]
g++-9/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
g++/focal,now 4:9.3.0-1ubuntu2 amd64 [installed]
gamemode/focal-updates,now 1.5.1-0ubuntu3.1 amd64 [installed]
gawk/focal,now 1:5.0.1+dfsg-1 amd64 [installed]
gcc-10-base/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 amd64 [installed]
gcc-10-base/focal-updates,focal-security,now 10.2.0-5ubuntu1~20.04 i386 [installed]
gcc-7-base/focal,now 7.5.0-6ubuntu2 amd64 [installed]
gcc-7/focal,now 7.5.0-6ubuntu2 amd64 [installed]
gcc-8-base/focal,now 8.4.0-3ubuntu2 amd64 [installed]
gcc-9-base/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
gcc-9/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
gcc/focal,now 4:9.3.0-1ubuntu2 amd64 [installed]
gconf-service-backend/focal,now 3.2.6-6ubuntu1 amd64 [installed]
gconf-service/focal,now 3.2.6-6ubuntu1 amd64 [installed]
gconf2-common/focal,focal,now 3.2.6-6ubuntu1 all [installed]
gconf2/focal,now 3.2.6-6ubuntu1 amd64 [installed]
gcr/focal,now 3.36.0-2build1 amd64 [installed]
gdb/focal-updates,now 9.2-0ubuntu1~20.04 amd64 [installed]
gdbserver/focal-updates,now 9.2-0ubuntu1~20.04 amd64 [installed]
gdisk/focal,now 1.0.5-1 amd64 [installed]
gdm3/focal-updates,now 3.36.3-0ubuntu0.20.04.3 amd64 [installed]
gedit-common/focal-updates,focal-updates,now 3.36.2-0ubuntu1 all [installed]
gedit/focal-updates,now 3.36.2-0ubuntu1 amd64 [installed]
genisoimage/focal,now 9:1.1.11-3.1ubuntu1 amd64 [installed]
geoclue-2.0/focal,now 2.5.6-0ubuntu1 amd64 [installed]
gettext-base/focal,now 0.19.8.1-10build1 amd64 [installed]
gettext/focal,now 0.19.8.1-10build1 amd64 [installed,automatic]
gfortran-9/focal-updates,focal-security,now 9.3.0-17ubuntu1~20.04 amd64 [installed]
gfortran/focal,now 4:9.3.0-1ubuntu2 amd64 [installed]
ghostscript-x/focal-updates,focal-security,now 9.50~dfsg-5ubuntu4.2 amd64 [installed]
ghostscript/focal-updates,focal-security,now 9.50~dfsg-5ubuntu4.2 amd64 [installed]
gir1.2-accountsservice-1.0/focal-updates,focal-security,now 0.6.55-0ubuntu12~20.04.4 amd64 [installed]
gir1.2-atk-1.0/focal,now 2.35.1-1ubuntu2 amd64 [installed]
gir1.2-atspi-2.0/focal,now 2.36.0-2 amd64 [installed]
